,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
428,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.5964,1.0,0.5964,1.0,1.0,0.0,inf
429,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),1.0,0.707,0.707,0.707,1.0,0.0,1.0
430,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.707,1.0,0.707,1.0,1.0,0.0,inf
431,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.707,1.0,0.707,1.0,1.0,0.0,inf
432,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.707,1.0,0.707,1.0,1.0,0.0,inf
433,"frozenset({'offerType_Angebot', 'seller_privat'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
434,"frozenset({'offerType_Angebot', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
435,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.707,1.0,0.707,1.0,1.0,0.0,inf
436,"frozenset({'seller_privat', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
437,"frozenset({'seller_privat', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.707,1.0,0.707,1.0,1.0,0.0,inf
438,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.707,1.0,0.707,1.0,1.0,0.0,inf
439,frozenset({'offerType_Angebot'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
440,frozenset({'seller_privat'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
441,frozenset({'nrOfPictures_0'}),"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",1.0,0.707,0.707,0.707,1.0,0.0,1.0
442,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.707,1.0,0.707,1.0,1.0,0.0,inf
443,"frozenset({'abtest_control', 'seller_privat', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
444,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
445,"frozenset({'abtest_control', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'seller_privat'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
446,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
447,"frozenset({'abtest_control', 'gearbox_manuell'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
448,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
449,frozenset({'abtest_control'}),"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
450,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
451,"frozenset({'abtest_control', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
452,"frozenset({'abtest_control', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
453,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
454,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
455,"frozenset({'abtest_control', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
456,frozenset({'abtest_control'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
457,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
458,"frozenset({'abtest_control', 'seller_privat', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
459,"frozenset({'abtest_control', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
460,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
461,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
462,"frozenset({'abtest_control', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
463,frozenset({'abtest_control'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
464,"frozenset({'seller_privat', 'gearbox_manuell', 'abtest_test'})",frozenset({'nrOfPictures_0'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
465,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
466,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'abtest_test'})",frozenset({'seller_privat'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
467,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
468,"frozenset({'gearbox_manuell', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
469,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
470,frozenset({'abtest_test'}),"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
471,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
472,"frozenset({'seller_privat', 'abtest_test', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
473,"frozenset({'abtest_test', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
474,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
475,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
476,"frozenset({'abtest_test', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
477,frozenset({'abtest_test'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
478,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
479,"frozenset({'seller_privat', 'abtest_test', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
480,"frozenset({'abtest_test', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
481,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
482,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
483,"frozenset({'abtest_test', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
484,frozenset({'abtest_test'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
485,"frozenset({'seller_privat', 'abtest_test', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
486,"frozenset({'seller_privat', 'abtest_test', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
487,"frozenset({'abtest_test', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
488,"frozenset({'seller_privat', 'abtest_test'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
489,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
490,"frozenset({'abtest_test', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
491,frozenset({'abtest_test'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
492,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
493,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
494,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
495,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
496,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
497,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
498,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
499,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
500,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
501,"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
502,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
503,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
504,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
505,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
506,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
507,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
508,frozenset({'gearbox_manuell'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
509,frozenset({'kilometer_150000'}),"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
510,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
511,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
512,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
513,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
514,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
515,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
516,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
517,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
518,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
519,"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
520,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
521,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
522,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
523,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
524,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
525,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
526,frozenset({'gearbox_manuell'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
527,frozenset({'fuelType_benzin'}),"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
528,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
529,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
530,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
531,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
532,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
533,"frozenset({'seller_privat', 'notRepairedDamage_nein'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
534,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
535,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
536,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
537,frozenset({'gearbox_manuell'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
538,frozenset({'notRepairedDamage_nein'}),"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
539,"frozenset({'seller_privat', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
540,"frozenset({'nrOfPictures_0', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
541,"frozenset({'fuelType_benzin', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
